,timestamp,text,permission_processing,permission_sharing,language_code,topics
54,05/08/2026 12:09:37,"Zal futuristisch design, in vergelijking met dure buitenlandse designmerken, democratischer zijn en tegemoetkomen aan de basisbehoeften van het leven?",Ja,Ja,nl,"[""museums_democracy"", ""everyday_democracy""]"
55,05/08/2026 12:09:37,"Compared to the expensive foreign Design-brands , will futuristic design be more democratic and answer to the basic needs of living?  ",Ja,Ja,en,"[""museums_democracy"", ""everyday_democracy""]"
56,05/08/2026 12:09:37,"Comparé aux marques de design étrangères coûteuses, le design futuriste sera-t-il plus démocratique et répondra-t-il aux besoins fondamentaux de la vie ?",Ja,Ja,fr,"[""museums_democracy"", ""everyday_democracy""]"
57,05/08/2026 12:14:50,Zal design zich aanpassen aan kleinere leefruimtes en flexibiliteit? Gaan we naar Japanse situaties waar kleine ruimtes vragen om een ander soort multifunctioneel design?,Ja,Ja,nl,"[""museums_democracy"", ""everyday_democracy""]"
58,05/08/2026 12:14:50,Will design adapt to smaller living spaces and flexibility ? Are we going to Japanese situations where small spaces urge for another kind of multifunctional design?,Ja,Ja,en,"[""museums_democracy"", ""everyday_democracy""]"
59,05/08/2026 12:14:50,"Le design va-t-il s'adapter à des espaces de vie plus petits et à la flexibilité ? Allons-nous vers des situations à la japonaise, où les petits espaces appellent un autre type de design multifonctionnel ?",Ja,Ja,fr,"[""museums_democracy"", ""everyday_democracy""]"
60,07/08/2026 16:31:34,"Er wordt me steeds verteld dat we in een democratisch systeem leven, maar waarom voelt het dan alsof mijn stem niet wordt gehoord?",Ja,Ja,nl,"[""exclusion_disillusion"", ""everyday_democracy""]"
61,07/08/2026 16:31:34,"I keep being told that we live in a democratic system, so why does it feel like my voice isn't being heard?",Ja,Ja,en,"[""exclusion_disillusion"", ""everyday_democracy""]"
62,07/08/2026 16:31:34,"On me répète sans cesse que nous vivons dans un système démocratique, alors pourquoi ai-je l'impression que ma voix n'est pas entendue ?",Ja,Ja,fr,"[""exclusion_disillusion"", ""everyday_democracy""]"
63,07/08/2026 16:33:12,"Door een stem uit te brengen heb je zogezegd inspraak, maar het is toch vooral kiezen tussen een zeer beperkt aantal opties?",Ja,Ja,nl,"[""exclusion_disillusion"", ""direct_democracy""]"
64,07/08/2026 16:33:12,"By casting a vote you supposedly have a say, but isn't it mostly just choosing between a very limited number of options?",Ja,Ja,en,"[""exclusion_disillusion"", ""direct_democracy""]"
65,07/08/2026 16:33:12,"En votant, on est censé avoir voix au chapitre, mais n'est-ce pas surtout choisir parmi un nombre très limité d'options ?",Ja,Ja,fr,"[""exclusion_disillusion"", ""direct_democracy""]"
66,07/08/2026 20:30:45,"Ik heb nog nooit meegedaan aan een betoging, want ik geloof niet dat dit effect heeft ",Ja,Ja,nl,"[""protest"", ""exclusion_disillusion""]"
67,07/08/2026 20:30:45,"I have never taken part in a demonstration, because I don't believe it has any effect",Ja,Ja,en,"[""protest"", ""exclusion_disillusion""]"
68,07/08/2026 20:30:45,"Je n'ai jamais participé à une manifestation, car je ne crois pas que cela ait un quelconque effet",Ja,Ja,fr,"[""protest"", ""exclusion_disillusion""]"
69,11/08/2026 17:38:46,Zijn mensen die in een democratie leven gelukkiger?,Ja,Ja,nl,"[""what_is_democracy"", ""everyday_democracy""]"
70,11/08/2026 17:38:46,Are people who live in a democracy happier?,Ja,Ja,en,"[""what_is_democracy"", ""everyday_democracy""]"
71,11/08/2026 17:38:46,Les personnes qui vivent en démocratie sont-elles plus heureuses ?,Ja,Ja,fr,"[""what_is_democracy"", ""everyday_democracy""]"
72,13/08/2026 10:07:48,"Hoe ambitieuze ideeën/ambities intact houden in democratisch beslissingsproces? Hoe afzwakking vermijden tot middelmatige ideeën door compromissen, waardoor er niets wezenlijks verandert? 
",Ja,Ja,nl,"[""exclusion_disillusion"", ""what_is_democracy""]"
73,13/08/2026 10:07:48,"How to keep ambitious ideas/ambitions intact in a democratic decision-making process? How to avoid them being watered down into mediocre ideas through compromise, so that nothing substantial changes?",Ja,Ja,en,"[""exclusion_disillusion"", ""what_is_democracy""]"
74,13/08/2026 10:07:48,"Comment préserver des idées et des ambitions ambitieuses dans un processus décisionnel démocratique ? Comment éviter qu'elles ne soient édulcorées en idées médiocres par les compromis, sans que rien de substantiel ne change ?",Ja,Ja,fr,"[""exclusion_disillusion"", ""what_is_democracy""]"
75,13/08/2026 10:39:03,Hoe vermijden dat 'democratie' afglijdt naar een 'ochlocratie' waarbij populisme de klok zwaait?,Ja,Ja,nl,"[""what_is_democracy"", ""direct_democracy""]"
76,13/08/2026 10:39:03,"How to avoid ""democracy"" sliding into an ""ochlocracy"" where populism calls the shots?",Ja,Ja,en,"[""what_is_democracy"", ""direct_democracy""]"
77,13/08/2026 10:39:03,Comment éviter que la « démocratie » ne glisse vers une « ochlocratie » où le populisme mène la danse ?,Ja,Ja,fr,"[""what_is_democracy"", ""direct_democracy""]"
78,14/08/2026 11:04:22,Welk politiek systeem is nog een echte democratie?,Ja,Ja,nl,"[""what_is_democracy""]"
79,14/08/2026 11:04:22,Which political system is still a real democracy?,Ja,Ja,en,"[""what_is_democracy""]"
80,14/08/2026 11:04:22,Quel système politique est encore une véritable démocratie ?,Ja,Ja,fr,"[""what_is_democracy""]"
81,19/08/2026 12:34:18,Waar staat de schoonste boom van Gent? Beschrijf ze in prozaïsch detail.,Ja,Ja,nl,"[""ecocracy"", ""everyday_democracy""]"
82,19/08/2026 12:34:18,Where does the most beautiful tree in Ghent stand? Describe it in prosaic detail.,Ja,Ja,en,"[""ecocracy"", ""everyday_democracy""]"
83,19/08/2026 12:34:18,Où se trouve le plus bel arbre de Gand ? Décrivez-le avec un luxe de détails prosaïques.,Ja,Ja,fr,"[""ecocracy"", ""everyday_democracy""]"
84,19/08/2026 12:34:51,Welke burgerlijke wet is de belangrijkste voor wormen?,Ja,Ja,nl,"[""ecocracy""]"
85,19/08/2026 12:34:51,Which civil law is most important for worms?,Ja,Ja,en,"[""ecocracy""]"
86,19/08/2026 12:34:51,Quelle loi civile est la plus importante pour les vers de terre ?,Ja,Ja,fr,"[""ecocracy""]"
87,19/08/2026 12:35:27,Wie is meer waard voor de samenleving: een hond of een rat?,Ja,Ja,nl,"[""ecocracy""]"
88,19/08/2026 12:35:27,Who is worth more to society: a dog or a rat?,Ja,Ja,en,"[""ecocracy""]"
89,19/08/2026 12:35:27,Qui a le plus de valeur pour la société : un chien ou un rat ?,Ja,Ja,fr,"[""ecocracy""]"
90,19/08/2026 12:39:10,Gent is een natuurgebied – mensen leven er met allerlei andere soorten samen in dezelfde ruimte. Wat is volgens jou de belangrijkste gedragscode voor deze meer-dan-menselijke gemeenschap?,Ja,Ja,nl,"[""ecocracy"", ""everyday_democracy""]"
91,19/08/2026 12:39:10,"Ghent is a nature reserve - people live there together with all kinds of other species in the same space. In your opinion, what is the most important code of conduct for this more-than-human community?",Ja,Ja,en,"[""ecocracy"", ""everyday_democracy""]"
92,19/08/2026 12:39:10,"Gand est une réserve naturelle - les gens y vivent avec toutes sortes d'autres espèces dans le même espace. Selon vous, quel est le code de conduite le plus important pour cette communauté plus-qu'humaine ?",Ja,Ja,fr,"[""ecocracy"", ""everyday_democracy""]"
93,19/08/2026 12:42:51,"Gent is een natuurgebied - mensen merels, bomen en kevers leven in dezelfde ruimte. Welke plek is dan het centrum?",Ja,Ja,nl,"[""ecocracy""]"
94,19/08/2026 12:42:51,"Ghent is a nature reserve - people, blackbirds, trees and beetles live in the same space. So which place is the center?",Ja,Ja,en,"[""ecocracy""]"
95,19/08/2026 12:42:51,"Gand est une réserve naturelle - les gens, les merles, les arbres et les scarabées vivent dans le même espace. Quel est alors le centre ?",Ja,Ja,fr,"[""ecocracy""]"
96,08/06/2026 09:26:45,Wie mag jouw stem vertegenwoordigen?,Ja,Ja,nl,"[""direct_democracy"", ""what_is_democracy""]"
97,08/06/2026 09:26:45,Who may represent your voice?,Ja,Ja,en,"[""direct_democracy"", ""what_is_democracy""]"
98,08/06/2026 09:26:45,Qui peut représenter votre voix ?,Ja,Ja,fr,"[""direct_democracy"", ""what_is_democracy""]"
99,10/07/2026 16:57:39,"Vertrekpunt: Paul Otlet (Mundeum, wereldvrede, werelddemocratie) 
Kan AI leiden tot de ultieme werelddemocratie (of dictatuur?)? Zijn verkiezingen, 
politieke leiders en bestuursorganen  overbodig? ",Ja,Ja,nl,"[""what_is_democracy"", ""direct_democracy""]"
100,10/07/2026 16:57:39,"Starting point: Paul Otlet (Mundaneum, world peace, world democracy)
Can AI lead to the ultimate world democracy (or dictatorship?)? Are elections,
political leaders and governing bodies superfluous?",Ja,Ja,en,"[""what_is_democracy"", ""direct_democracy""]"
101,10/07/2026 16:57:39,"Point de départ : Paul Otlet (Mundaneum, paix mondiale, démocratie mondiale)
L'IA peut-elle mener à la démocratie mondiale ultime (ou à la dictature ?) ? Les élections,
les dirigeants politiques et les organes de gouvernance sont-ils superflus ?",Ja,Ja,fr,"[""what_is_democracy"", ""direct_democracy""]"
102,10/07/2026 10:37:55,"Moet een ontwerper 'democratisch' zijn? Want als er te veel inspraak is in het ontwerpproces, loopt het ontwerp misschien het risico te mainstream te worden...??",Yes,Yes,nl,"[""museums_democracy"", ""direct_democracy""]"
103,10/07/2026 10:37:55,"Does a designer have to be ‘democratic’? Because if there’s too much input into the design process, the design might end up being too mainstream...??",Yes,Yes,en,"[""museums_democracy"", ""direct_democracy""]"
104,10/07/2026 10:37:55,"Un designer doit-il être « démocratique » ? Car s'il y a trop de participation dans le processus de conception, le design risque de devenir trop mainstream...??",Yes,Yes,fr,"[""museums_democracy"", ""direct_democracy""]"
105,15/07/2026 10:34:11,Hoe zou een vos kunnen stemmen?,Yes,Yes,nl,"[""ecocracy"", ""direct_democracy""]"
106,15/07/2026 10:34:11,How could a fox vote?,Yes,Yes,en,"[""ecocracy"", ""direct_democracy""]"
107,15/07/2026 10:34:11,Comment un renard pourrait-il voter ?,Yes,Yes,fr,"[""ecocracy"", ""direct_democracy""]"
108,10/08/2026 15:26:51,Hoe kunnen mensen meer betrokken worden bij hun democratieën?,Yes,Yes,nl,"[""direct_democracy"", ""everyday_democracy""]"
109,10/08/2026 15:26:51,How can people be more involved in their democracies?,Yes,Yes,en,"[""direct_democracy"", ""everyday_democracy""]"
110,10/08/2026 15:26:51,Comment les citoyens peuvent-ils être davantage impliqués dans leurs démocraties ?,Yes,Yes,fr,"[""direct_democracy"", ""everyday_democracy""]"
111,10/08/2026 15:27:09,Wat zijn de grenzen van protest?,Yes,Yes,nl,"[""protest""]"
112,10/08/2026 15:27:09,What are the limits of protest?,Yes,Yes,en,"[""protest""]"
113,10/08/2026 15:27:09,Quelles sont les limites de la contestation ?,Yes,Yes,fr,"[""protest""]"
114,10/08/2026 15:27:53,Maar wat met wie jonger is dan 18? Zouden zij geen inspraak moeten hebben?,Yes,Yes,nl,"[""exclusion_disillusion"", ""direct_democracy""]"
115,10/08/2026 15:27:53,But what about those under 18? Shouldn't they have a say?,Yes,Yes,en,"[""exclusion_disillusion"", ""direct_democracy""]"
116,10/08/2026 15:27:53,Mais qu'en est-il des moins de 18 ans ? Ne devraient-ils pas eux aussi avoir voix au chapitre ?,Yes,Yes,fr,"[""exclusion_disillusion"", ""direct_democracy""]"
117,11/08/2026 12:44:51,"Hoe kunnen we een koolstofarme, rechtvaardige, feministische en dekoloniale democratie opbouwen op een moment waarop de bestaande democratische systemen zelf bedreigd worden door fascisme?",Yes,Yes,nl,"[""ecocracy"", ""exclusion_disillusion"", ""what_is_democracy""]"
118,11/08/2026 12:44:51,"How can we build a decarbonized, just, feminist, and decolonial democracy at a moment when existing democratic systems are themselves under threat from fascism?",Yes,Yes,en,"[""ecocracy"", ""exclusion_disillusion"", ""what_is_democracy""]"
119,11/08/2026 12:44:51,"Comment pouvons-nous construire une démocratie décarbonée, juste, féministe et décoloniale à un moment où les systèmes démocratiques existants sont eux-mêmes menacés par le fascisme ?",Yes,Yes,fr,"[""ecocracy"", ""exclusion_disillusion"", ""what_is_democracy""]"
120,14/08/2026 08:32:47,Soms moet democratie tot elke prijs vermeden worden.,Yes,Yes,nl,"[""what_is_democracy"", ""exclusion_disillusion""]"
121,14/08/2026 08:32:47,"Sometimes, democracy has to be avoided at all costs.",Yes,Yes,en,"[""what_is_democracy"", ""exclusion_disillusion""]"
122,14/08/2026 08:32:47,"Parfois, il faut éviter la démocratie à tout prix.",Yes,Yes,fr,"[""what_is_democracy"", ""exclusion_disillusion""]"
123,17/08/2026 11:31:09,De toekomst van de Belgische democratie is een permanente burgerassemblee,Yes,Yes,nl,"[""belgian_democracy"", ""direct_democracy""]"
124,17/08/2026 11:31:09,The future of Belgium's democracy is a permentant citizen assembly ,Yes,Yes,en,"[""belgian_democracy"", ""direct_democracy""]"
125,17/08/2026 11:31:09,L'avenir de la démocratie belge est une assemblée citoyenne permanente,Yes,Yes,fr,"[""belgian_democracy"", ""direct_democracy""]"
126,21/08/2026 11:46:19,De meeste mensen verwarren socialisme en communisme,Yes,Yes,nl,"[""what_is_democracy""]"
127,21/08/2026 11:46:19,Most people confuse socialism and communism ,Yes,Yes,en,"[""what_is_democracy""]"
128,21/08/2026 11:46:19,La plupart des gens confondent socialisme et communisme,Yes,Yes,fr,"[""what_is_democracy""]"
129,21/08/2026 11:47:52,De koning van Cambodja is de enige regerende monarch die vloeiend Tsjechisch spreekt,Yes,Yes,nl,"[""everyday_democracy""]"
130,21/08/2026 11:47:52,The King of Cambodia is the only reigning monarch who speaks fluent Czech,Yes,Yes,en,"[""everyday_democracy""]"
131,21/08/2026 11:47:52,Le roi du Cambodge est le seul monarque régnant qui parle couramment le tchèque,Yes,Yes,fr,"[""everyday_democracy""]"
132,21/05/2026 17:27:55,"Democratie is niet de beste bestuursvorm. Ik weet niet wat dat wel is en misschien bestaat de beste vorm niet, maar democratie moet zichzelf rechtvaardigen om te blijven bestaan.",,,nl,"[""what_is_democracy""]"
133,21/05/2026 17:27:55,Democracy is not the best form of government. I don't know what is and maybe there is NO best form but democracy has justify itself to stay.,,,en,"[""what_is_democracy""]"
134,21/05/2026 17:27:55,"La démocratie n'est pas la meilleure forme de gouvernement. Je ne sais pas quelle l'est, et peut-être qu'il n'y en a AUCUNE de meilleure, mais la démocratie doit se justifier pour perdurer.",,,fr,"[""what_is_democracy""]"
135,27/05/2026 17:00:37,Wat is democratie voor jou?,Yes,Yes,nl,"[""what_is_democracy"", ""everyday_democracy""]"
136,27/05/2026 17:00:37,What is democracy for you?,Yes,Yes,en,"[""what_is_democracy"", ""everyday_democracy""]"
137,27/05/2026 17:00:37,Qu'est-ce que la démocratie pour vous ?,Yes,Yes,fr,"[""what_is_democracy"", ""everyday_democracy""]"
138,27/05/2026 17:01:56,Waarom is democratie het waard om voor te vechten?,Yes,Yes,nl,"[""what_is_democracy"", ""protest""]"
139,27/05/2026 17:01:56,Why is democracy worth fighting for?,Yes,Yes,en,"[""what_is_democracy"", ""protest""]"
140,27/05/2026 17:01:56,Pourquoi la démocratie mérite-t-elle qu'on se batte pour elle ?,Yes,Yes,fr,"[""what_is_democracy"", ""protest""]"
141,12/06/2026 00:11:09,Hoe ver kan burgerlijke ongehoorzaamheid gaan?,Yes,Yes,nl,"[""protest""]"
142,12/06/2026 00:11:09,How far can civil disobedience go?,Yes,Yes,en,"[""protest""]"
143,12/06/2026 00:11:09,Jusqu'où peut aller la désobéissance civile ?,Yes,Yes,fr,"[""protest""]"
